page	contenu	tome	ID	cID	lieu	test_lieu
126	Chevalier de Calatrava et conseiller au conseil de hacienda, evonyé à Brest par le roi d'Espagne pour faire transporter de l'argent et des effets en Espagne, passera par la Saintonge, lui fournir ce dont il aura besoin.	3	P8348	C30395	['Brest', 'Espagne', 'Espagne', 'Saintonge']	Brest,Espagne,Espagne,Saintonge
126	A eu un bras emporté sur le Faucon Anglais.	3	P8370	C30453	['Faucon Anglais']	Faucon Anglais
126	Le père. Religieux récolet, supérieur des missions de l'Acadie. Embarque sur la Vénus et sera à la table du capitaine.	3	P8398	C30514	['Acadie', 'Vénus']	Acadie,Vénus
126	Le père capucin. Destiné à la Martinique. Accusé, ne partira pas.	3	P8404	C30525	['Martinique']	Martinique
126	Accusé d'avoir eu des conférences contraires aux vérités de la religion et au bien de l'Etat. Pas de preuves suffisantes. Sera jugé par les capucins. Le roi défend qu'on le mette en prison.	3	P8404	C30523	['Etat', 'Sera']	Etat,Sera
127	Fermier à l'ile de Ré des biens du collège Mazarin.	3	P8461	C30640	['Ré', 'collège Mazarin']	Ré,collège Mazarin
129	Garde du corps de sa majesté dans la compagnie de Noailles. Absent sans congè. Le mettre en prison.	3	P8889	C32244	['Noailles']	Noailles
129	Soldat de la compagnie d'Amariton, à Plaisance. Estropié.Réclame la demi-solde.	3	P8609	C31071	['Amariton', 'Plaisance']	Amariton,Plaisance
130	Cultivateur à la Tublerie paroisse du Vergeroux. Emprisonné et ruiné par le sieur Gaalon.	3	P8641	C31158	['Tublerie paroisse du Vergeroux']	Tublerie paroisse du Vergeroux
132	Conseiller au Présidial de La Rochelle.	3	P8713	C31356	['Présidial de La Rochelle']	Présidial de La Rochelle
132	Conseiller au Présidial de La Rochelle.	3	P8713	C31357	['Présidial de La Rochelle']	Présidial de La Rochelle
132	Savoyard. Décédé à La Rochelle. Sa succession.	3	P8708	C31348	['Savoyard', 'La Rochelle']	Savoyard,La Rochelle
204	Garde-magasin à la Louisiane.	4	P8708	C31341	['Louisiane']	Louisiane
186	Charpentier, constructeur depuis deux ans à l'ile Royale, le ministre demande s'il est capable.	5	P8708	C31338	['ile Royale']	ile Royale
186	Peut construire des barques de 20 à 60 tonneaux, mais ne pourrait pas construire des frégates de 30 canons, le remplacer dans la Colonie.	5	P8708	C31344	['Colonie']	Colonie
186	Peut construire des barques de 20 à 60 tonneaux, mais ne pourrait pas construire des frégates de 30 canons, le remplacer dans la Colonie.	5	P8708	C31345	['Colonie']	Colonie
186	Peut construire des barques de 20 à 60 tonneaux, mais ne pourrait pas construire des frégates de 30 canons, le remplacer dans la Colonie.	5	P8708	C31346	['Colonie']	Colonie
231	Maître constructeur au Havre, a été visiter les bois de la forêt du Duc de Lorraine, ils sont bons pour la Marine.	7	P8708	C31343	['Havre', 'Duc de Lorraine']	Havre,Duc de Lorraine
232	Chargé de construire le Ruby et la Gironde, le Ministre est très mécontent de ce qu’il n’ait pas suivi exactement les plans dressés par le sieur Geslain.	7	P8708	C31334	['Ruby', 'Gironde']	Ruby,Gironde
232	Chargé de construire le Ruby et la Gironde, le Ministre est très mécontent de ce qu’il n’ait pas suivi exactement les plans dressés par le sieur Geslain.	7	P8708	C31335	['Ruby', 'Gironde']	Ruby,Gironde
232	Chargé de construire le Ruby et la Gironde, le Ministre est très mécontent de ce qu’il n’ait pas suivi exactement les plans dressés par le sieur Geslain.	7	P8708	C31336	['Ruby', 'Gironde']	Ruby,Gironde
169	Enseignait la construction aux garde-marine de Brest, décédé,on demande son remplaçant à Rochefort.	8	P8708	C31340	['Brest', 'Rochefort']	Brest,Rochefort
133	Capitaine du régiment d'infanterie de Montrouan. L'obliger à payer une dette de 220 livrs à monsieur de Châteauvieux.	3	P8797	C31866	['Montrouan', 'Châteauvieux']	Montrouan,Châteauvieux
133	Marchand pipier réclame 316 livres au commissaire le Brey.	3	P8854	C32167	['Brey']	Brey
215	Commis ordinaire au Croisic. Décédé.	6	P8854	C32164	['Croisic']	Croisic
133	Soldat déserteur. Embarquera sur la Renommée par aller servir à la Louisiane.	3	P8856	C32169	['Louisiane']	Louisiane
133	Commissaire du château d'Oléron.	3	P8833	C31943	['Oléron']	Oléron
134	Curé. Lettre au sujet des biens que le collège de Mazarin possède sur l'ile de Ré.	3	P8920	C32301	['Ré.']	Ré.
134	Begon propose de lui accorder l'Africain.	3	P8938	C32421	['Africain']	Africain
134	Il désirait l'Hermione en construction à Bayonne.	3	P8938	C32426	['Bayonne']	Bayonne
134	Il désirait l'Hermione en construction à Bayonne.	3	P8938	C32427	['Bayonne']	Bayonne
134	Compromis dans l'affaire du commerce fait sur le Ludlow avec monsieur Duclerc.	3	P8938	C32422	['Ludlow']	Ludlow
134	Demande à se rendre au Port-Louis pour travailler à l'armement du vaisseau qu'il doit commander pour des particuliers. Il y cherchera une caution pour répondre à l'amende à laquelle il pourrait être condamné pour avoir fait du commerce dans l'escadre de monsieur d'Iberville.	3	P8938	C32423	['Port-Louis']	Port-Louis
134	Demande à se rendre au Port-Louis pour travailler à l'armement du vaisseau qu'il doit commander pour des particuliers. Il y cherchera une caution pour répondre à l'amende à laquelle il pourrait être condamné pour avoir fait du commerce dans l'escadre de monsieur d'Iberville.	3	P8938	C32424	['Port-Louis']	Port-Louis
212	Invalide de la Marine, de la paroisse de Mornac.	4	P9009	C32643	['Invalide de la Marine', 'Mornac']	Invalide de la Marine,Mornac
135	A demandé la permission de se marier avec mademoiselle du Bois, fille de monsieur de Lignières.	3	P9413	C34178	['Lignières']	Lignières
136	Contrôleur de la Marine, à Lorient.	3	P9069	C32785	['Lorient']	Lorient
192	Commissaire, ordonnateur au Port-Louis.	5	P9069	C32784	['Port-Louis']	Port-Louis
220	Demande un charpentier  pour cuber les bois achetés aux environs de Port-Louis.	6	P9069	C32787	['Port-Louis']	Port-Louis
220	Commissaire ordonnateur de la Marine au Port-Louis.	6	P9069	C32783	['Port-Louis']	Port-Louis
243	De Port-Louis	7	P9069	C32786	['Port-Louis']	Port-Louis
243	Transport à Rochefort de 89 mâts de la Marine qui descendent d’Auvergne à Nantes.	7	P9069	C32793	['Rochefort', 'Auvergne', 'Nantes']	Rochefort,Auvergne,Nantes
243	Transport à Rochefort de 89 mâts de la Marine qui descendent d’Auvergne à Nantes.	7	P9069	C32794	['Rochefort', 'Auvergne', 'Nantes']	Rochefort,Auvergne,Nantes
243	Reçoit l’ordre d’envoyer à Rochefort 60 charpentiers pour travailler au radoub de Saint-Philippe.	7	P9069	C32790	['Rochefort', 'Saint-Philippe']	Rochefort,Saint-Philippe
180	Soldat de la nouvelle recrue pour le Canada. 	9	P9069	C32792	['Canada']	Canada
136	Nouvelle catholique. Son évasion de La Rochelle.	3	P9115	C32908	['La Rochelle']	La Rochelle
137	Avocat. Dénoncé au ministre la vie scandaleuse du sieur Lautin, prévôt de la maréchaussée à Cognac.	3	P9121	C32914	['Cognac']	Cognac
137	Tailleur d'habits des compagnies du département de Rochefort.	3	P9121	C32926	['département de Rochefort']	département de Rochefort
219	Capitaine de navire marchand de Marennes. Réclame 300 livres qu'il a prêtées au fils du sieur Le Bègue. Le faire payer.	4	P9121	C32915	['Marennes']	Marennes
221	Demande à acheter les bois de monsieur de Pleumartin pour les exploiter pour la Marine.	6	P9121	C32917	['Pleumartin']	Pleumartin
221	Habitant du Breuil. 	6	P9121	C32921	['Breuil']	Breuil
243	Adjudicataire des bois de la forêt de Corme-Royal, 2764 pièces de bois marquées.	7	P9121	C32913	['forêt de Corme-Royal']	forêt de Corme-Royal
243	Traité passé pour la fourniture de 65 milles pieds cubés de bois, il touchera 25000 d’avances. 	7	P9121	C32927	['Traité']	Traité
243	Contrat de vente des bois d’Amaillon.	7	P9121	C32916	['Amaillon']	Amaillon
177	Fournisseur de bois de construction de la forêt de Corme-Royal, a reçu 25000 livres d’avances.	8	P9121	C32918	['forêt de Corme-Royal']	forêt de Corme-Royal
181	Marchand à Rochefort. Fournisseur de fer.	9	P9121	C32923	['Rochefort']	Rochefort
137	Soldat de la compagnie de Lusignan. Demi-solde.	3	P9150	C32990	['Lusignan']	Lusignan
137	Commandant la chaloupe de garde du port de La Rochelle. Visitera tous les bâtiments hollandais pour empêcher les évasions.	3	P9158	C33009	['La Rochelle']	La Rochelle
138	Officier sur le Faucon Anglais.	3	P9217	C33229	['Faucon Anglais']	Faucon Anglais
139	Tanneur de Bordeaux. A passé, en 1701, à la Louisiane pour y travailler de son métier. Réclame contre monsieur d'Iberville.	3	P9364	C33849	['Louisiane']	Louisiane
139	Maitre de la barque la Madeleine.	3	P9373	C33890	['barque la Madeleine']	barque la Madeleine
139	Capitaine de la Sainte-Anne de Bordeaux. Pris par un corsaire flemingois. Ne s'est pas défendu et n'a pas jeté à la mer les paquets pour le roi. L'emprisonner et l'interroger.	3	P9392	C34039	['Sainte-Anne de Bordeaux']	Sainte-Anne de Bordeaux
139	Mis en prison à Brouage.	3	P9392	C34041	['Brouage']	Brouage
141	Le rapatrier par l'Indien.	3	P9512	C34627	['Indien']	Indien
143	Garde-magasin des Sables d'Olonne. Lettre dans laquelle il se plaint des mauvais procèdés de monsieur des Herbiers à son égard.	3	P9665	C35562	"[""Garde-magasin des Sables d'Olonne"", 'Herbiers']"	Garde-magasin des Sables d'Olonne,Herbiers
143	Dépositaire de l'argent du sieur Thomas, quand il fût arrété à Paris.	3	P9669	C35570	['Paris']	Paris
144	Marchand de La Rochelle. A fourni une caution de 3000 livres pour son fils qui est en Hollande.	3	P9739	C35742	['La Rochelle', 'Hollande']	La Rochelle,Hollande
145	Du bourg d'Alvert, près Marennes.	3	P9754	C35760	['Alvert', 'Marennes']	Alvert,Marennes
145	De Saintes. Affaire contre le notaire Bordageau.	3	P9821	C35911	['Saintes']	Saintes
145	Directeur de la ferme du contrôle des actes de notaire. Les notaires se plaignent de ses poursuites.	3	P9821	C35912	['Les']	Les
146	Commissaire des compagnies des maréchaussées de Saintonge, prétend que les compagnies sont mal montées et mal entretenues.	3	P9832	C35931	['Saintonge']	Saintonge
146	Ci-devant capitaine au régiment de Murat. A été cassé en 1704. Doit 400 livres à monsieur de Cret. Le retenir en prison.	3	P9835	C35935	['Cret']	Cret
146	A dénoncé le père capucin Paulin. Le faire passer en Amérique avec le grade de sergent.	3	P9835	C35934	['Amérique']	Amérique
146	Le faire passer à Saint-Domingue sur l'Indien. Lui avancer 25 écus. Il aura la première hallebarde vacantes dans les compagnies de Saint-Domingue.	3	P9835	C35938	['Saint-Domingue', 'Indien', 'Saint-Domingue']	Saint-Domingue,Indien,Saint-Domingue
146	Faire fonction d'enseigne de compagnie à Saint-Domingue. Demande de renseignements sur lui au point de vue de la religion.	3	P9835	C35936	['Saint-Domingue']	Saint-Domingue
146	Enfermée dans le couvent de la Providence de La Rochelle, sur la proposition de Bégon.	3	P9866	C36013	['Providence de La Rochelle']	Providence de La Rochelle
147	Commandant la flûte la Hollande, qu'il a abondonné à Québec.	3	P9934	C36285	['Hollande', 'Québec']	Hollande,Québec
147	Nouveau converti. Echevin de Saint-Jean-d'Angély. Peut être dangereux dans le port. Voir si l'élection peut être cassée.	3	P9954	C36324	"[""Saint-Jean-d'Angély""]"	Saint-Jean-d'Angély
147	Obtient la charge de greffier de la prévôté de Rochefort	3	P10072	C36657	['Rochefort']	Rochefort
148	De Gémozac. Blessé d'un coup de pistolet de Vitet. Affaire criminelle. Nouveau converti.	3	P10072	C36650	['Gémozac']	Gémozac
148	Proposé par monsieur Bégon, pour remplacer aux Sables d'Olonne le sieur Heude comme maître d'hydrographie.	3	P10072	C36658	"[""Sables d'Olonne""]"	Sables d'Olonne
148	De Gémozac. Blessé d'un coup de pistolet de Vitet. Affaire criminelle. Nouveau converti.	3	P10072	C36651	['Gémozac']	Gémozac
241	Maître d'hydrographie aux Sables d'Olonne. A fait le plan de la forêt de Rochefort pour 120 livres. Réclame 30 livres qui lui sont dues.	4	P10072	C36655	"[""Sables d'Olonne"", 'forêt de Rochefort']"	Sables d'Olonne,forêt de Rochefort
241	Greffier de la Marine. Reçoit 500 livres de gratification à la suite du procès Mouton.	4	P10072	C36652	['Marine']	Marine
218	Greffier de la Prévôté, décédé.	5	P10072	C36653	['Prévôté']	Prévôté
148	En conflit avec le sieur de Lombrait.	3	P10130	C36829	['Lombrait']	Lombrait
149	Se trouve à La Rochelle. Pontchartrain donne l'ordre à monsieur Bégon d'aller le voir et de lui offrir tous ce qui dépendra de lui.	3	P10180	C36974	['La Rochelle']	La Rochelle
149	Gouverneur de La Havane. Attend le départ de la Renommée.	3	P10180	C36973	['La Havane']	La Havane
150	Veut embarquer sur La Loire.	3	P10194	C37013	['La Loire']	La Loire
150	Marchand de la Rochelle. A fait construire une frégate. Le roi l'autorise à faire la course, mais pas la traite.	3	P10222	C37072	['la Rochelle', 'A']	la Rochelle,A
244	Marchand de La Rochelle. Propose d'acheter la grégate l'Aurore.	4	P10222	C37071	['La Rochelle']	La Rochelle
244	Demande à armer en course la Vénus. Refusé, il n'a aucun caratcère dans la Marine.	4	P10222	C37066	['Vénus']	Vénus
244	Réclamation au sieur de La Borde.	4	P10222	C37073	['La Borde']	La Borde
244	Réclamation au sieur de La Borde.	4	P10222	C37074	['La Borde']	La Borde
220	A fourni des armes qui ont été rebutées à Rochefort.	5	P10261	C37473	['Rochefort']	Rochefort
220	21 ancres de sa fourniture de 1701 sont restées en souffrance à Rochefort.	5	P10261	C37472	['Rochefort']	Rochefort
151	Marchand de La Rochelle, attend d'Ecosse un bâtiment chargé de plomb. Lui en acheter.	3	P10298	C37543	['La Rochelle', 'Ecosse']	La Rochelle,Ecosse
154	Ingénieur. Sert à La Rochelle.	3	P10444	C38022	['La Rochelle']	La Rochelle
154	Ingénieur. Sert à La Rochelle.	3	P10444	C38023	['La Rochelle']	La Rochelle
154	Ingénieur. Sert à La Rochelle.	3	P10444	C38024	['La Rochelle']	La Rochelle
155	Commandant à Saint-Mâlo.	3	P10511	C38181	['Saint-Mâlo']	Saint-Mâlo
156	Protestant. Accusé d'être l'auteur d'un incendie arrivé au village de la Crèche. Emprisonné. Se déclare innocent.	3	P10594	C38457	['la Crèche']	la Crèche
156	Lieutenant d'une compagnie franche du Canada. A levé un équipage pour faire la course sur les anglais. Réclame ses frais.	3	P10621	C38539	['Canada']	Canada
156	Passe de la Biche sur la Vénus, où il aura plus de profits.	3	P10621	C38542	['Biche', 'Vénus']	Biche,Vénus
156	Ne sera pas procureur général du conseil supérieur de Québec, mais le roi lui accorde une gratification de 500 livres.	3	P10621	C38540	['Québec']	Québec
156	Ne sera pas procureur général du conseil supérieur de Québec, mais le roi lui accorde une gratification de 500 livres.	3	P10621	C38541	['Québec']	Québec
157	Aide-canonnier. Estropie. Demi-solde.	3	P10625	C38560	['Estropie']	Estropie
158	Matelot estropié de Marennes. A la demi-solde. Nouveau converti, sera obligé de faire son devoir de catholique.	3	P10692	C38780	['Marennes']	Marennes
158	Gouverneur espagnol. Passager sur l'Indien.	3	P10698	C38787	['Indien']	Indien
2	Matelot de l'ile d'Oléron : mis en prison à Brest, accusé d'avoir servi sur un corsaire de Jersey, nouveau converti	3	P54	C419	['Oléron', 'Brest', 'Jersey']	Oléron,Brest,Jersey
2	Lieutenant de compagnie à Plaisance.	3	P79	C472	['Plaisance']	Plaisance
2	Doit au sieur Barat, notaire à Plaisance, retenu sur ses appointements.	3	P79	C467	['Plaisance']	Plaisance
2	Doit au sieur Verdalle, marchand à Rochefort, contestation.	3	P79	C468	['Rochefort']	Rochefort
2	Recrues arrivées à Rochefort	5	P79	C474	['Rochefort']	Rochefort
2	Réclamations de trois cadets de Normandie au sujet de la conduite des recrues à Rochefort.	5	P79	C476	['Normandie', 'Rochefort']	Normandie,Rochefort
2	Passe au Canada sur la flûte le Dromadaire.	7	P79	C473	['Canada']	Canada
2	De La Rochelle	3	P85	C494	['La Rochelle']	La Rochelle
3	Patron de canot sur l'Indien, interrogatoire sur le commerce fait par monsieur du Voutron.	3	P106	C622	['Indien', 'Voutron']	Indien,Voutron
5	Ingénieur, sert à l'ile d'Aix et à Fouras en 1708.	3	P262	C2202	['Aix', 'Fouras']	Aix,Fouras
8	Marchand verrier de la paroisse de Berneuil appartement à monsieur l'Abbé Louvois. Ses deux fils ont été violentés et enlevés par le chevalier de Royan, lieutenant au régiment Dauphin.	3	P466	C2732	['Berneuil']	Berneuil
8	Lieutenant du régiment de Flandres, en congé irrégulier à Saintes.	3	P537	C2855	['Flandres', 'Saintes']	Flandres,Saintes
8	 Monsieur de Saint André, agé de 84 ans, veut l'épouser. Son fils s'y oppose et veut faire enfermer la demoiselle au couvent de Saint-Jean-d'Angély.	3	P538	C2857	"[""Saint-Jean-d'Angély""]"	Saint-Jean-d'Angély
8	Le roi veut bien la faire sortir de chez les ursulines, mais elle ira à la campagne près de Paris, vivre avec ses sœurs.	3	P538	C2860	['Paris']	Paris
16	Maître forgeron, représente qu'il est poursuivi par le sieur Bellié, commissaire des classes à l'ile d'Oléron, pour une somme de 1300 livres, et demande à jouir de la surscéance. Refusé.	5	P700	C3410	['Oléron']	Oléron
20	Commissaire des classes à l’île d’Oléron.	6	P700	C3408	['île d’Oléron']	île d’Oléron
12	Commande le vaisseau le Ludlow.	3	P712	C3436	['Ludlow']	Ludlow
12	Commande le vaisseau le Ludlow.	3	P712	C3437	['Ludlow']	Ludlow
20	Enseigne de port. Promu chevalier de Saint-Louis, le 23 décembre 1721.	6	P712	C3439	['Saint-Louis']	Saint-Louis
24	Alias Belliveau, Bellivaux, commandant la flûte le Profond destinée à la Martinique.	7	P712	C3432	['Martinique']	Martinique
24	A mouillé en rade de l’île d’Aix.	7	P712	C3431	['île d’Aix']	île d’Aix
18	Reçoit un témoignage de satisfaction du Ministre ; nommé au commandement de la flûte la Somme.	8	P712	C3452	['Somme']	Somme
